@RELATION abc
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {door,horn,moto}

@DATA
0.142209,0.054686,2.922806,0.196149,0.216809,0.716324,0.005893,0.183044,-29.602203,0.630365,-1.026204,-0.549598,-0.302385,-0.015827,0.012386,0.527173,0.361592,-0.078610,-0.409815,-0.151327,0.276627,0.005324,0.002312,0.015936,0.038827,0.005608,0.001934,0.009237,0.000764,0.001812,0.003496,0.004825,0.062002,0.022198,0.146892,0.065188,0.708019,0.118645,0.061481,0.946388,0.005606,0.286649,6.799856,0.832012,0.787540,0.684814,0.283130,0.230671,0.220990,0.403915,0.208999,0.271950,0.330538,0.262347,0.292158,0.004387,0.002598,0.020588,0.038817,0.007520,0.001777,0.020398,0.000900,0.002605,0.003766,0.004306,0.051788,0.014825,horn
0.127972,0.032437,3.173908,0.182238,0.182146,0.899968,0.002979,0.195100,-28.951427,-0.102028,-1.011376,-0.161989,-0.486380,-0.130419,0.233367,0.466315,0.356628,-0.149047,-0.243472,-0.085973,0.149842,0.003233,0.001021,0.014026,0.023368,0.007248,0.001969,0.008495,0.000794,0.001119,0.002752,0.005023,0.041084,0.015379,0.108032,0.028786,0.239465,0.106893,0.059108,0.967012,0.003535,0.214589,6.007936,0.792787,1.039028,0.412654,0.381135,0.380125,0.365637,0.338812,0.241342,0.255840,0.290198,0.142600,0.149303,0.004261,0.000931,0.019379,0.015074,0.012179,0.001862,0.011167,0.000896,0.001079,0.003173,0.008951,0.028159,0.006269,horn
0.055762,0.019545,3.116022,0.123772,0.170110,0.266225,0.006078,0.078448,-27.102963,0.962474,-0.782267,-0.414272,-0.716264,-0.093416,0.257708,0.997605,-0.074662,-0.012106,-0.301100,-0.123243,0.174798,0.023374,0.013188,0.015601,0.015493,0.021455,0.002012,0.018760,0.001081,0.001050,0.004354,0.013783,0.010773,0.014110,0.010472,0.007619,0.350407,0.027593,0.034007,0.071178,0.006747,0.019927,2.017759,0.607786,0.444658,0.325101,0.308189,0.220734,0.281410,0.272730,0.208412,0.166184,0.206963,0.120083,0.149947,0.009592,0.005744,0.021012,0.010785,0.017435,0.001751,0.007908,0.000392,0.001765,0.004215,0.013728,0.015247,0.007425,horn
0.072879,0.052291,3.108640,0.138040,0.166241,0.552073,0.003099,0.104605,-26.621727,-0.340548,-1.376125,-0.590433,-0.857360,-0.521138,0.162866,0.568026,0.609163,-0.097457,-0.417712,-0.167480,0.158036,0.004591,0.002156,0.006462,0.033045,0.003953,0.001398,0.003601,0.000692,0.001426,0.007691,0.001771,0.047364,0.015793,0.016175,0.024679,0.304707,0.019829,0.020677,0.075677,0.001724,0.012049,1.616239,0.466804,0.401487,0.186131,0.160749,0.177465,0.145913,0.186349,0.096250,0.106134,0.127227,0.081179,0.072117,0.005861,0.003851,0.001810,0.005489,0.008564,0.001186,0.004549,0.001751,0.002256,0.003791,0.002415,0.012070,0.001869,horn
0.069733,0.054867,3.078795,0.116461,0.150435,0.307057,0.001868,0.095910,-23.181922,0.332147,-1.283019,-0.664236,-1.092255,-0.101065,0.290285,1.090950,-0.353185,-0.125922,-0.383208,0.024575,0.296823,0.009186,0.008342,0.002597,0.016076,0.019402,0.002170,0.002456,0.001438,0.000502,0.000785,0.004825,0.001803,0.006953,0.020976,0.029592,0.467236,0.013352,0.023198,0.074659,0.002233,0.005449,1.081449,0.463497,0.351646,0.235574,0.148624,0.126268,0.192363,0.288600,0.135501,0.150387,0.095180,0.124093,0.126847,0.003670,0.003828,0.001663,0.008827,0.018408,0.001642,0.002509,0.000527,0.000292,0.000595,0.001555,0.001471,0.004623,horn
0.091410,0.059842,2.954861,0.147770,0.188830,0.388535,0.003500,0.102178,-25.788232,0.443864,-1.007425,-0.542198,-0.906236,-0.138241,0.211692,1.049089,-0.216258,-0.090418,-0.254426,-0.070146,0.211465,0.018183,0.012417,0.006329,0.011201,0.018724,0.002302,0.006906,0.001173,0.001411,0.003410,0.006445,0.005564,0.008866,0.067367,0.048827,0.627644,0.043669,0.040330,0.278661,0.004203,0.050440,4.725425,0.870770,0.610613,0.474581,0.404079,0.344593,0.316107,0.260722,0.335912,0.182400,0.295639,0.098635,0.259940,0.021073,0.014441,0.008381,0.004129,0.017375,0.002107,0.012582,0.000453,0.003230,0.004862,0.004961,0.008081,0.006584,horn
0.057350,0.037328,3.106548,0.130915,0.171085,0.333274,0.004580,0.071869,-26.393152,0.673614,-1.044172,-0.769463,-0.396650,0.000706,-0.040068,0.826189,0.491553,-0.251910,-0.534911,-0.222555,0.327702,0.004198,0.001930,0.020443,0.056993,0.003044,0.001112,0.002556,0.000310,0.000539,0.002292,0.004364,0.072937,0.026995,0.015928,0.035559,0.310151,0.021872,0.029872,0.120575,0.004111,0.022097,3.929660,0.284726,0.641463,0.557175,0.214937,0.181189,0.264947,0.365085,0.130247,0.290338,0.277438,0.176751,0.302535,0.003285,0.001815,0.027130,0.040860,0.001420,0.000746,0.003542,0.000321,0.000332,0.002984,0.004399,0.042260,0.012322,horn
0.074149,0.053875,3.224681,0.158039,0.206918,0.473440,0.003042,0.090449,-28.731749,0.177601,-0.757309,-0.008969,-0.461701,-0.057112,0.047741,0.808352,0.362116,-0.053262,-0.225956,-0.097145,0.165913,0.004007,0.000581,0.015388,0.021263,0.007705,0.001124,0.008129,0.000234,0.000530,0.002222,0.007559,0.045122,0.015592,0.008958,0.025170,0.160987,0.010520,0.013726,0.122043,0.001277,0.009214,1.366972,0.457070,0.366919,0.313422,0.238443,0.323510,0.269321,0.125356,0.122122,0.143146,0.111385,0.141181,0.111441,0.001401,0.000261,0.015499,0.007922,0.006211,0.000679,0.004350,0.000070,0.000194,0.002215,0.006249,0.009907,0.003976,horn
0.151754,0.058282,3.046718,0.182351,0.181335,0.793165,0.002940,0.214640,-27.430257,0.389157,-1.045462,-0.485176,-0.797710,-0.150790,0.148009,0.903209,-0.237511,-0.102945,-0.214430,-0.032270,0.193025,0.012478,0.009034,0.004709,0.011238,0.017857,0.002124,0.004929,0.001729,0.001628,0.002259,0.005112,0.002754,0.006346,0.151461,0.047500,0.588062,0.142198,0.069947,1.044947,0.004164,0.256518,7.698384,0.703333,0.553142,0.328750,0.496832,0.329140,0.334437,0.450106,0.215539,0.179131,0.282654,0.138358,0.212843,0.013862,0.006989,0.005945,0.005134,0.017115,0.001593,0.006981,0.000975,0.002534,0.003680,0.003813,0.004372,0.005205,horn
0.088536,0.045906,2.986093,0.150686,0.182243,0.460799,0.004036,0.128645,-27.393803,0.574139,-1.128318,-0.518378,-0.803397,-0.171291,0.251183,0.930980,-0.119345,-0.066595,-0.280994,-0.012785,0.165157,0.021112,0.011007,0.013703,0.010572,0.021020,0.004422,0.009551,0.001744,0.001653,0.002239,0.007035,0.003498,0.010860,0.077995,0.043436,0.487707,0.073411,0.049868,0.491276,0.003838,0.119511,5.892203,1.025767,0.712222,0.606949,0.373497,0.304908,0.282503,0.410552,0.281413,0.155769,0.275143,0.174635,0.169322,0.017897,0.008967,0.021802,0.005813,0.017585,0.006691,0.013413,0.001666,0.002365,0.003760,0.005507,0.004547,0.006140,horn
0.059720,0.089284,3.188440,0.119239,0.154530,0.292835,0.001649,0.092652,-23.033080,0.280318,-1.350258,-0.632668,-0.989774,-0.198949,0.445985,1.089731,-0.338904,-0.090027,-0.397547,-0.058615,0.307100,0.010657,0.007997,0.004503,0.013699,0.016040,0.002451,0.004156,0.001581,0.000400,0.000748,0.007022,0.001600,0.006634,0.007537,0.029293,0.299588,0.018054,0.031095,0.069310,0.004206,0.015970,2.931374,0.802625,0.490142,0.325294,0.277416,0.185530,0.228243,0.278850,0.206505,0.160491,0.205358,0.167471,0.071530,0.008894,0.006854,0.010625,0.005481,0.012640,0.004254,0.008415,0.000366,0.000178,0.001166,0.002957,0.001732,0.005675,horn
0.041459,0.148039,2.913083,0.140623,0.184875,0.226666,0.010331,0.017355,-26.840223,2.039313,0.509001,-1.076929,-0.237757,-0.518362,-0.664508,-0.670524,-0.673129,0.421660,0.470856,0.749388,0.073651,0.001166,0.000420,0.002204,0.001903,0.004502,0.011410,0.032369,0.006902,0.170382,0.003855,0.002333,0.000651,0.051894,0.069194,0.117640,0.761540,0.032775,0.051334,0.108330,0.014651,0.004843,4.040372,0.704927,0.673610,0.530968,0.296716,0.358156,0.315267,0.238475,0.289469,0.337337,0.187720,0.283266,0.094009,0.002150,0.000622,0.003413,0.003943,0.008449,0.018601,0.049925,0.003157,0.084129,0.007618,0.004388,0.001181,0.016742,horn
0.052875,0.145891,3.188403,0.162798,0.199813,0.420365,0.005722,0.056500,-26.794626,2.179488,0.617262,-0.981507,-0.164896,-0.656743,-0.399270,-0.517816,-0.466229,0.281682,0.317066,0.457100,0.168786,0.003257,0.000723,0.005433,0.002009,0.007405,0.005645,0.029854,0.003191,0.157425,0.005563,0.003896,0.000923,0.048262,0.054763,0.096786,0.249580,0.072347,0.056133,0.356265,0.009401,0.096387,5.848463,0.455549,0.442778,0.556312,0.255279,0.452881,0.350327,0.243417,0.327885,0.239505,0.226747,0.279438,0.131495,0.006142,0.000950,0.009606,0.002414,0.014940,0.007744,0.051293,0.002608,0.076110,0.007245,0.006016,0.000729,0.014914,horn
0.093270,0.084545,3.102013,0.209437,0.238830,0.552947,0.008497,0.122989,-32.629873,2.057389,0.250437,-0.475659,0.050070,-0.352315,-0.368529,-0.509508,-0.413356,0.338044,0.507020,0.543189,0.141911,0.002100,0.001096,0.006662,0.001499,0.008790,0.005224,0.045332,0.004942,0.129760,0.005726,0.004688,0.001276,0.041038,0.108844,0.069569,0.298548,0.102063,0.053285,0.664010,0.010160,0.184494,4.355942,0.792519,0.495815,0.466907,0.112170,0.315840,0.225181,0.445625,0.404401,0.249770,0.261329,0.403588,0.100347,0.003153,0.001366,0.006304,0.002630,0.009767,0.009834,0.042483,0.003348,0.075217,0.006654,0.005984,0.002159,0.016381,horn
0.052662,0.033999,3.010681,0.124340,0.179528,0.240221,0.004724,0.074009,-28.213127,1.025801,-0.890764,-0.236262,-0.727531,-0.061946,0.373081,1.037879,-0.037276,0.051042,-0.256081,0.039250,0.071231,0.028572,0.017304,0.023891,0.008177,0.026647,0.002901,0.015508,0.001089,0.000711,0.001402,0.011075,0.002495,0.015278,0.020474,0.020792,0.427271,0.019767,0.023388,0.049204,0.002487,0.009011,1.951124,0.517653,0.388889,0.394418,0.317242,0.207672,0.238570,0.390911,0.146514,0.177926,0.150408,0.135312,0.129978,0.009404,0.005850,0.027877,0.004440,0.020172,0.004031,0.016450,0.000585,0.000819,0.000790,0.007292,0.001421,0.005722,horn
0.015037,0.046749,2.961041,0.100823,0.176403,0.043491,0.009296,0.010180,-26.166908,3.220906,0.708397,0.828272,0.325956,0.255143,0.015871,-0.021620,-0.146225,-0.026206,-0.128874,-0.110571,0.048543,0.009417,0.000453,0.074266,0.016841,0.042702,0.014621,0.085955,0.000166,0.001167,0.018991,0.055687,0.000417,0.041312,0.011176,0.009300,0.142966,0.031586,0.033619,0.025269,0.006479,0.001161,0.857179,0.239430,0.140185,0.157414,0.133360,0.133688,0.128131,0.121087,0.115910,0.125859,0.110608,0.141790,0.114498,0.007507,0.000390,0.028037,0.012293,0.017903,0.008476,0.038889,0.000145,0.000992,0.009259,0.029714,0.000383,0.006328,moto
0.051848,0.236215,3.033412,0.160247,0.188728,0.406454,0.005582,0.044122,-21.558226,1.596077,0.719756,0.839969,0.467491,0.368879,0.180312,0.278396,0.167933,0.120355,0.156768,-0.032489,0.057791,0.004839,0.001256,0.044017,0.002735,0.075686,0.002286,0.073152,0.000607,0.000943,0.016545,0.022336,0.000930,0.035095,0.025953,0.075850,0.120969,0.018932,0.014589,0.274931,0.003411,0.049418,0.542676,0.702585,0.289749,0.197257,0.180098,0.215618,0.203300,0.159529,0.203139,0.167585,0.183546,0.169700,0.183413,0.005719,0.001595,0.032156,0.002406,0.055866,0.002935,0.049107,0.000598,0.000876,0.023309,0.019872,0.000687,0.009964,moto
0.038793,0.312024,3.081101,0.157358,0.191757,0.258117,0.004355,0.015154,-21.112424,1.955754,0.783928,0.830869,0.452392,0.391037,0.189406,0.358088,0.221929,0.184449,0.107726,-0.101515,0.062192,0.005398,0.000966,0.047244,0.002170,0.098000,0.001895,0.074321,0.000464,0.000890,0.015138,0.023991,0.000947,0.039898,0.010688,0.106057,0.156156,0.017520,0.013034,0.088462,0.003141,0.009370,0.755465,0.299065,0.320689,0.223820,0.155150,0.162491,0.157194,0.210952,0.154099,0.134345,0.138322,0.157876,0.221684,0.002796,0.000662,0.037214,0.001385,0.052224,0.001960,0.047357,0.000362,0.000700,0.026997,0.018831,0.000722,0.005635,moto
0.028296,0.277087,3.016054,0.141757,0.191019,0.165740,0.003515,0.007888,-21.669284,1.994478,1.041413,1.039505,0.441689,0.274152,0.263223,0.474554,0.227917,0.219806,0.303156,-0.001009,0.025469,0.002983,0.000318,0.053251,0.002340,0.075055,0.000958,0.103614,0.000205,0.000475,0.011964,0.029325,0.000675,0.037271,0.004646,0.044169,0.078175,0.011434,0.014946,0.029438,0.001564,0.001705,0.425125,0.192469,0.205514,0.210396,0.141870,0.131624,0.148248,0.143097,0.132876,0.115870,0.157266,0.133255,0.145485,0.002342,0.000251,0.026677,0.001415,0.029759,0.000802,0.035854,0.000131,0.000337,0.008411,0.011673,0.000472,0.005018,moto
0.041419,0.173300,2.751271,0.149335,0.187392,0.270517,0.008821,0.027756,-22.715651,1.744507,0.905813,1.076943,0.532000,0.389946,0.259016,0.325439,0.226244,0.106239,0.224464,0.031864,0.204066,0.002939,0.000711,0.060677,0.001815,0.080219,0.001152,0.089126,0.000551,0.000631,0.006119,0.035930,0.000483,0.037050,0.018587,0.084988,0.224441,0.024187,0.018218,0.181332,0.004539,0.039476,1.194301,0.337137,0.286877,0.208814,0.219433,0.190956,0.131620,0.128127,0.173194,0.164814,0.199271,0.143147,0.151448,0.002753,0.000981,0.024593,0.001453,0.039975,0.000909,0.030186,0.000740,0.000542,0.005190,0.022220,0.000454,0.004587,moto
0.017960,0.054798,3.079707,0.109255,0.182542,0.091042,0.007830,0.018202,-23.672601,3.045381,0.388037,0.473490,0.430959,0.460688,0.189994,0.157421,0.040506,-0.160872,-0.059658,0.084605,0.159751,0.007902,0.001317,0.068740,0.007601,0.032607,0.004317,0.042474,0.000556,0.002247,0.053128,0.045678,0.001112,0.035027,0.005165,0.007782,0.093918,0.017259,0.017201,0.059476,0.003080,0.007977,0.562875,0.323018,0.177234,0.126004,0.151978,0.142355,0.115428,0.115786,0.137343,0.121534,0.120236,0.126365,0.114552,0.005421,0.001153,0.030736,0.005839,0.022365,0.002241,0.026935,0.000480,0.001617,0.031746,0.022306,0.000958,0.005310,moto
0.038408,0.052410,3.069600,0.140149,0.190112,0.308809,0.008212,0.044992,-23.044864,2.288845,0.394113,0.475790,0.503936,0.490965,0.177531,0.263006,0.118917,-0.182263,-0.232529,-0.040416,0.240298,0.013906,0.002324,0.055810,0.012872,0.039822,0.003673,0.045780,0.000751,0.001869,0.025858,0.051533,0.001830,0.030182,0.013476,0.012120,0.130613,0.020554,0.017048,0.130322,0.005609,0.018942,0.980069,0.391855,0.228475,0.181462,0.181005,0.156389,0.149334,0.156754,0.171779,0.145907,0.154630,0.138876,0.148275,0.013378,0.001746,0.039644,0.010929,0.030099,0.003227,0.029917,0.000700,0.001523,0.024675,0.035382,0.001538,0.007104,moto
