@RELATION abcd
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {door,horn,moto}

@DATA
0.128252,0.037755,3.181813,0.181956,0.180065,0.894569,0.002544,0.194616,-28.501740,-0.145714,-1.092297,-0.159131,-0.494091,-0.174256,0.275488,0.456638,0.355458,-0.189759,-0.281120,-0.052371,0.140572,0.003366,0.001023,0.013105,0.024532,0.006425,0.001998,0.008295,0.000805,0.001151,0.002356,0.004694,0.043966,0.015984,0.008772,0.002060,0.068497,0.006787,0.007296,0.078334,0.001131,0.013854,0.330127,0.269186,0.188128,0.140709,0.115288,0.077945,0.156727,0.141510,0.100647,0.065862,0.135165,0.082649,0.059615,0.001126,0.000448,0.005881,0.001226,0.002402,0.000479,0.002219,0.000151,0.000217,0.000960,0.002155,0.003079,0.001934,horn
0.062345,0.026629,3.140693,0.124988,0.162113,0.302819,0.004575,0.087671,-25.210442,0.501735,-1.118713,-0.602910,-0.868581,-0.166118,0.327103,0.994950,-0.223254,-0.063726,-0.366700,-0.083275,0.295471,0.012229,0.008147,0.008480,0.019132,0.017018,0.001895,0.007201,0.001369,0.000940,0.002536,0.009210,0.011701,0.010091,0.004063,0.002631,0.111238,0.013485,0.018682,0.039015,0.002420,0.005672,0.412193,0.375230,0.300319,0.204068,0.129842,0.087755,0.108292,0.141834,0.095495,0.119017,0.091562,0.088786,0.053964,0.003051,0.002159,0.005022,0.003041,0.005984,0.000700,0.002306,0.000241,0.000621,0.001602,0.003505,0.005209,0.002321,horn
0.072740,0.094743,3.108330,0.132644,0.158633,0.396057,0.002104,0.084021,-24.411495,-0.219940,-1.593314,-0.322839,-0.651066,-0.434067,0.392907,0.506648,0.414927,-0.289131,-0.431268,-0.129100,0.101452,0.004874,0.002858,0.004318,0.033172,0.006814,0.002004,0.005444,0.001080,0.001592,0.004186,0.002574,0.055840,0.018561,0.009920,0.009181,0.177232,0.007723,0.008497,0.042333,0.000872,0.006888,0.553296,0.255783,0.195212,0.144732,0.097385,0.095009,0.121876,0.199667,0.108506,0.080077,0.119116,0.098803,0.058734,0.001840,0.000867,0.000898,0.002446,0.000846,0.000779,0.001000,0.000792,0.001097,0.001944,0.001346,0.006593,0.001537,horn
0.068026,0.051601,3.029637,0.116328,0.151844,0.294698,0.002120,0.094568,-23.299599,0.401117,-1.299417,-0.665060,-1.066163,-0.100539,0.297464,1.075183,-0.348512,-0.112817,-0.384805,0.022340,0.295040,0.009695,0.008873,0.002632,0.015572,0.023692,0.002344,0.002585,0.001450,0.000538,0.000807,0.004598,0.001915,0.007960,0.005996,0.004543,0.120527,0.003800,0.007283,0.010976,0.000829,0.000324,0.277113,0.228266,0.216084,0.195237,0.049597,0.079576,0.074997,0.135348,0.061344,0.063912,0.039484,0.081127,0.047796,0.001091,0.000973,0.000753,0.003276,0.002843,0.000644,0.000708,0.000239,0.000131,0.000296,0.000473,0.000552,0.000862,horn
0.088901,0.056104,2.975195,0.149790,0.192051,0.379156,0.003564,0.101860,-26.199845,0.517074,-0.942311,-0.516094,-0.902283,-0.142608,0.214566,1.059431,-0.191397,-0.077192,-0.243299,-0.087663,0.186798,0.021719,0.015467,0.006260,0.010901,0.018039,0.002225,0.006704,0.001130,0.001376,0.003771,0.006407,0.005580,0.009807,0.023679,0.005065,0.264852,0.010864,0.013982,0.072109,0.001001,0.013725,1.132294,0.457518,0.265853,0.162597,0.112604,0.162100,0.134204,0.101719,0.074448,0.078667,0.154418,0.024388,0.088704,0.004988,0.001678,0.002633,0.001568,0.001857,0.000813,0.003846,0.000228,0.000901,0.001623,0.002438,0.002488,0.000891,horn
0.057350,0.037328,3.106548,0.130915,0.171085,0.333274,0.004580,0.071869,-26.393152,0.673614,-1.044172,-0.769463,-0.396650,0.000706,-0.040068,0.826189,0.491553,-0.251910,-0.534911,-0.222555,0.327702,0.004198,0.001930,0.020443,0.056993,0.003044,0.001112,0.002556,0.000310,0.000539,0.002292,0.004364,0.072937,0.026995,0.006171,0.008049,0.184242,0.007628,0.018257,0.065544,0.001174,0.010163,0.493570,0.188422,0.217013,0.149519,0.105326,0.146811,0.202373,0.197635,0.085413,0.087722,0.103326,0.097477,0.134529,0.001551,0.000855,0.006125,0.004568,0.001036,0.000364,0.001198,0.000161,0.000172,0.001172,0.002792,0.016440,0.003114,horn
0.065954,0.097944,3.200865,0.133111,0.170933,0.346704,0.001931,0.080556,-24.541454,-0.315886,-1.537341,-0.231583,-0.615510,-0.341685,0.295810,0.676398,0.451852,-0.301594,-0.442298,-0.094077,0.212640,0.001840,0.000602,0.007977,0.031429,0.002364,0.001147,0.003314,0.000317,0.000445,0.001482,0.002409,0.068691,0.020927,0.003135,0.008989,0.080577,0.007829,0.011965,0.025300,0.000635,0.002351,0.459665,0.300584,0.197433,0.196300,0.139598,0.136897,0.184744,0.140234,0.098470,0.092098,0.127492,0.075918,0.062771,0.000527,0.000194,0.005153,0.003058,0.001387,0.000444,0.001000,0.000060,0.000151,0.000828,0.001431,0.007416,0.001985,horn
0.144623,0.054644,3.057280,0.179161,0.182819,0.752746,0.003101,0.204855,-27.690850,0.479974,-1.031973,-0.500751,-0.783152,-0.128238,0.151565,0.898224,-0.256298,-0.099475,-0.189634,-0.053055,0.164499,0.015580,0.009835,0.004522,0.011114,0.020216,0.002138,0.005219,0.001783,0.001621,0.002355,0.005017,0.002904,0.007225,0.012988,0.009024,0.220136,0.027579,0.018749,0.190444,0.001784,0.044805,1.096718,0.299410,0.154136,0.101934,0.111254,0.159609,0.134926,0.108089,0.088023,0.080527,0.078891,0.053965,0.032660,0.002032,0.002571,0.001505,0.002230,0.004533,0.000646,0.001897,0.000315,0.000806,0.000873,0.001388,0.001410,0.001354,horn
0.111615,0.051539,2.950181,0.168556,0.187180,0.590653,0.003622,0.155731,-27.359069,0.465196,-1.065777,-0.514154,-0.808352,-0.156543,0.242966,0.899737,-0.174744,-0.084577,-0.266476,-0.001306,0.188214,0.016449,0.009079,0.009430,0.011649,0.018428,0.004083,0.007760,0.001934,0.002177,0.002834,0.006948,0.003757,0.008664,0.008341,0.007483,0.227539,0.017128,0.016888,0.116636,0.001216,0.033506,0.909152,0.388910,0.212478,0.155868,0.073123,0.155135,0.168585,0.132733,0.109754,0.093755,0.101198,0.078345,0.079528,0.005892,0.002740,0.005299,0.002033,0.008053,0.002082,0.003796,0.000612,0.001329,0.002110,0.002624,0.001931,0.001803,horn
0.059808,0.089461,3.188480,0.119276,0.154571,0.292906,0.001668,0.092655,-23.027135,0.281071,-1.345728,-0.630029,-0.987127,-0.199528,0.444260,1.090661,-0.342560,-0.089819,-0.394507,-0.058924,0.308899,0.010486,0.007861,0.004589,0.013773,0.016055,0.002405,0.004263,0.001577,0.000399,0.000759,0.007018,0.001588,0.006628,0.001946,0.003149,0.057641,0.011727,0.021352,0.024570,0.001014,0.002484,0.672826,0.382509,0.227114,0.150667,0.143108,0.073662,0.105941,0.124744,0.059288,0.098627,0.092671,0.091112,0.037570,0.001940,0.001351,0.002591,0.002004,0.003423,0.001110,0.002043,0.000143,0.000071,0.000333,0.001149,0.000427,0.001126,horn
0.041459,0.148039,2.913083,0.140623,0.184875,0.226666,0.010331,0.017355,-26.840223,2.039313,0.509001,-1.076929,-0.237757,-0.518362,-0.664508,-0.670524,-0.673129,0.421660,0.470856,0.749388,0.073651,0.001166,0.000420,0.002204,0.001903,0.004502,0.011410,0.032369,0.006902,0.170382,0.003855,0.002333,0.000651,0.051894,0.020304,0.023523,0.361138,0.008930,0.010939,0.042902,0.006158,0.000681,0.547652,0.256027,0.193109,0.232997,0.104501,0.134718,0.118669,0.071247,0.102166,0.116763,0.082080,0.121006,0.048172,0.000934,0.000238,0.001463,0.001582,0.003850,0.010078,0.011636,0.001107,0.035622,0.003123,0.001828,0.000488,0.008065,horn
0.053955,0.148716,3.193786,0.163953,0.199011,0.432748,0.005540,0.060219,-26.778347,2.145564,0.631977,-0.994449,-0.162873,-0.653782,-0.411681,-0.513674,-0.475070,0.293366,0.324088,0.464792,0.163526,0.003222,0.000712,0.005613,0.001980,0.007451,0.005334,0.029220,0.003388,0.158689,0.005404,0.003907,0.000913,0.048695,0.010549,0.010309,0.090941,0.014494,0.013289,0.086021,0.001471,0.018023,0.395503,0.214667,0.157189,0.117927,0.141367,0.080831,0.113442,0.062191,0.075579,0.081893,0.066944,0.097053,0.076324,0.001383,0.000279,0.001774,0.000693,0.003121,0.003261,0.012657,0.000609,0.014376,0.001888,0.001335,0.000208,0.004712,horn
0.116414,0.130036,3.120759,0.212382,0.217474,0.762597,0.007972,0.178871,-31.179306,1.574506,0.363008,-0.653284,0.057680,-0.479007,-0.474513,-0.575970,-0.541344,0.405381,0.485495,0.652489,0.099863,0.002213,0.000944,0.005268,0.001781,0.006387,0.006209,0.030642,0.005797,0.136407,0.004046,0.003644,0.001122,0.041775,0.018027,0.007410,0.129876,0.022824,0.011606,0.138153,0.003461,0.036123,0.840872,0.316619,0.124221,0.113906,0.077477,0.079698,0.058511,0.049633,0.104980,0.062830,0.101059,0.113279,0.044300,0.001362,0.000276,0.001397,0.001094,0.002710,0.002530,0.014761,0.000877,0.011785,0.002128,0.001997,0.000646,0.002664,horn
0.063426,0.056630,2.938318,0.127162,0.169132,0.297366,0.003537,0.086358,-25.493773,0.505163,-1.142397,-0.484665,-0.881110,-0.083766,0.336777,1.051644,-0.256664,-0.059818,-0.280227,-0.009914,0.190350,0.015915,0.009277,0.014226,0.011975,0.021790,0.003831,0.010291,0.001461,0.000944,0.001144,0.008289,0.002097,0.010644,0.009887,0.008677,0.208538,0.012969,0.014751,0.036495,0.001271,0.003554,1.116169,0.329655,0.235679,0.171073,0.159730,0.096712,0.129919,0.167599,0.089304,0.078973,0.087224,0.107610,0.063489,0.002982,0.001211,0.002144,0.002872,0.008862,0.002031,0.004878,0.000193,0.000468,0.000308,0.002159,0.000677,0.001812,horn
0.012288,0.049209,2.959647,0.082709,0.166161,0.030280,0.007518,0.010704,-25.243149,3.301341,0.730519,0.854401,0.331515,0.260746,0.011352,-0.025151,-0.156501,-0.029290,-0.137671,-0.119998,0.049839,0.009901,0.000475,0.077785,0.017717,0.037222,0.015382,0.088917,0.000169,0.001223,0.019977,0.058551,0.000436,0.041311,0.003100,0.003789,0.067711,0.013028,0.018384,0.008257,0.002161,0.000579,0.268844,0.097923,0.070308,0.090891,0.077588,0.082234,0.067681,0.068813,0.067855,0.073686,0.060704,0.072923,0.061553,0.003943,0.000184,0.014604,0.004719,0.008495,0.003764,0.017172,0.000071,0.000524,0.004703,0.012687,0.000191,0.003065,moto
0.052522,0.235474,3.033553,0.160709,0.188693,0.413827,0.005533,0.045309,-21.554971,1.578278,0.712223,0.837566,0.468389,0.365837,0.175954,0.278866,0.168970,0.120624,0.155505,-0.033772,0.058287,0.004835,0.001286,0.043783,0.002751,0.075145,0.002301,0.072698,0.000618,0.000954,0.016521,0.022526,0.000941,0.034927,0.005789,0.027541,0.062350,0.009306,0.008034,0.050726,0.001631,0.009356,0.231198,0.136419,0.119768,0.112926,0.109052,0.080934,0.102986,0.079969,0.123509,0.088921,0.102826,0.089710,0.081681,0.002359,0.000492,0.015483,0.000971,0.025908,0.001135,0.021433,0.000255,0.000424,0.007428,0.007540,0.000243,0.003088,moto
0.038793,0.312024,3.081101,0.157358,0.191757,0.258117,0.004355,0.015154,-21.112424,1.955754,0.783928,0.830869,0.452392,0.391037,0.189406,0.358088,0.221929,0.184449,0.107726,-0.101515,0.062192,0.005398,0.000966,0.047244,0.002170,0.098000,0.001895,0.074321,0.000464,0.000890,0.015138,0.023991,0.000947,0.039898,0.004855,0.037414,0.069406,0.008074,0.005031,0.045196,0.001747,0.005082,0.190209,0.156219,0.058967,0.071045,0.084901,0.078219,0.069410,0.100010,0.078911,0.052709,0.080131,0.101034,0.106572,0.001905,0.000314,0.019043,0.000656,0.017968,0.001011,0.021076,0.000216,0.000314,0.009782,0.004606,0.000402,0.003073,moto
0.028249,0.278958,3.023579,0.141979,0.191472,0.168912,0.003559,0.008040,-21.619728,2.010848,1.020163,1.022308,0.455369,0.269082,0.255757,0.475861,0.218912,0.214889,0.294534,0.006415,0.026751,0.003112,0.000332,0.055531,0.002389,0.074102,0.001015,0.102339,0.000213,0.000492,0.011829,0.030127,0.000696,0.037277,0.002659,0.036965,0.050674,0.007144,0.008728,0.019258,0.000735,0.000962,0.277621,0.114509,0.136753,0.124218,0.060857,0.071411,0.083273,0.084841,0.087924,0.062452,0.112342,0.091097,0.093657,0.001442,0.000129,0.012671,0.000991,0.012532,0.000560,0.016665,0.000078,0.000236,0.005021,0.007538,0.000283,0.002728,moto
0.041768,0.181904,2.777395,0.150003,0.187327,0.279332,0.009124,0.029621,-22.466180,1.732497,0.913805,1.082226,0.512373,0.373016,0.259120,0.328323,0.212462,0.113810,0.228809,0.021141,0.205912,0.002876,0.000703,0.058786,0.001877,0.080426,0.001191,0.090004,0.000552,0.000658,0.006054,0.036556,0.000477,0.037299,0.013599,0.056925,0.129881,0.015503,0.010421,0.115960,0.002421,0.022025,0.375274,0.243134,0.175713,0.120049,0.132159,0.124206,0.074583,0.062633,0.130738,0.121262,0.152538,0.083683,0.100270,0.001503,0.000448,0.014700,0.000984,0.028586,0.000477,0.020716,0.000387,0.000292,0.002550,0.016774,0.000259,0.003092,moto
0.018807,0.062000,3.120110,0.110228,0.181597,0.097540,0.007177,0.019652,-23.314562,3.038579,0.343739,0.435153,0.345277,0.423796,0.201241,0.174060,0.063330,-0.125142,-0.049198,0.123158,0.152290,0.008450,0.001484,0.061203,0.007974,0.034193,0.004344,0.039839,0.000646,0.002482,0.059143,0.042954,0.001266,0.035289,0.002776,0.003583,0.051313,0.008761,0.010175,0.020098,0.001534,0.003105,0.210040,0.153534,0.093080,0.074331,0.073179,0.065475,0.072903,0.072018,0.089059,0.089115,0.062172,0.076986,0.062996,0.003724,0.000503,0.020214,0.003354,0.009813,0.001274,0.011110,0.000271,0.000743,0.010525,0.014860,0.000417,0.003118,moto
0.040331,0.055811,3.086673,0.141257,0.188622,0.329358,0.007664,0.048378,-22.759232,2.232428,0.362640,0.468993,0.486799,0.486747,0.162991,0.264111,0.117993,-0.183887,-0.241252,-0.035844,0.235736,0.014221,0.002498,0.055840,0.013572,0.040239,0.003896,0.045708,0.000808,0.001997,0.024517,0.047133,0.001976,0.029303,0.004955,0.003939,0.056550,0.008264,0.007764,0.047923,0.001644,0.007727,0.243504,0.148000,0.088318,0.075810,0.072527,0.071116,0.092292,0.085593,0.086231,0.070594,0.082877,0.070543,0.081041,0.005661,0.000994,0.016122,0.005254,0.015017,0.001725,0.013945,0.000364,0.000694,0.010950,0.018164,0.000819,0.003499,moto
